"startTime";"endTime";"wind";"solar"
"2023-04-27T08:00:00.000Z";"2023-04-27T09:00:00.000Z";733.5;290.39999
"2023-04-27T09:00:00.000Z";"2023-04-27T10:00:00.000Z";739.89999;300.5
"2023-04-27T10:00:00.000Z";"2023-04-27T11:00:00.000Z";867.7;316.6
"2023-04-27T11:00:00.000Z";"2023-04-27T12:00:00.000Z";834.39999;221.5
"2023-04-27T12:00:00.000Z";"2023-04-27T13:00:00.000Z";915.79999;213.3
"2023-04-27T13:00:00.000Z";"2023-04-27T14:00:00.000Z";967;184
"2023-04-27T14:00:00.000Z";"2023-04-27T15:00:00.000Z";1000.2;154.19999
"2023-04-27T15:00:00.000Z";"2023-04-27T16:00:00.000Z";1035.5;108.8
"2023-04-27T16:00:00.000Z";"2023-04-27T17:00:00.000Z";1060.4;62.6
"2023-04-27T17:00:00.000Z";"2023-04-27T18:00:00.000Z";1024.7;12.9
"2023-04-27T18:00:00.000Z";"2023-04-27T19:00:00.000Z";968.29999;0
"2023-04-27T19:00:00.000Z";"2023-04-27T20:00:00.000Z";1023.3;0
"2023-04-27T20:00:00.000Z";"2023-04-27T21:00:00.000Z";1113.5;0
"2023-04-27T21:00:00.000Z";"2023-04-27T22:00:00.000Z";1197.9;0
"2023-04-27T22:00:00.000Z";"2023-04-27T23:00:00.000Z";1239.7;0
"2023-04-27T23:00:00.000Z";"2023-04-28T00:00:00.000Z";1095.2;0
"2023-04-28T00:00:00.000Z";"2023-04-28T01:00:00.000Z";1102.7;0
"2023-04-28T01:00:00.000Z";"2023-04-28T02:00:00.000Z";1210.59999;0
"2023-04-28T02:00:00.000Z";"2023-04-28T03:00:00.000Z";1178.59999;0.2
"2023-04-28T03:00:00.000Z";"2023-04-28T04:00:00.000Z";1103.9;36.29999
"2023-04-28T04:00:00.000Z";"2023-04-28T05:00:00.000Z";898.7;102.59999
"2023-04-28T05:00:00.000Z";"2023-04-28T06:00:00.000Z";676.39999;175.09999
"2023-04-28T06:00:00.000Z";"2023-04-28T07:00:00.000Z";541.29999;255.59999
"2023-04-28T07:00:00.000Z";"2023-04-28T08:00:00.000Z";487.89999;312.69999
"2023-04-28T08:00:00.000Z";"2023-04-28T09:00:00.000Z";449;376.19999
"2023-04-28T09:00:00.000Z";"2023-04-28T10:00:00.000Z";440.8;403.19999
"2023-04-28T10:00:00.000Z";"2023-04-28T11:00:00.000Z";327.89999;417.19999
"2023-04-28T11:00:00.000Z";"2023-04-28T12:00:00.000Z";300.1;369.6
"2023-04-28T12:00:00.000Z";"2023-04-28T13:00:00.000Z";310.1;314.1
"2023-04-28T13:00:00.000Z";"2023-04-28T14:00:00.000Z";332.8;268.1
"2023-04-28T14:00:00.000Z";"2023-04-28T15:00:00.000Z";313.89999;220.3
"2023-04-28T15:00:00.000Z";"2023-04-28T16:00:00.000Z";279.69999;147.09999
"2023-04-28T16:00:00.000Z";"2023-04-28T17:00:00.000Z";282.8;82
"2023-04-28T17:00:00.000Z";"2023-04-28T18:00:00.000Z";338.5;17.3
"2023-04-28T18:00:00.000Z";"2023-04-28T19:00:00.000Z";414.39999;0
"2023-04-28T19:00:00.000Z";"2023-04-28T20:00:00.000Z";457.19999;0
"2023-04-28T20:00:00.000Z";"2023-04-28T21:00:00.000Z";421;0
"2023-04-28T21:00:00.000Z";"2023-04-28T22:00:00.000Z";363.6;0
"2023-04-28T22:00:00.000Z";"2023-04-28T23:00:00.000Z";336.19999;0
"2023-04-28T23:00:00.000Z";"2023-04-29T00:00:00.000Z";371.19999;0
"2023-04-29T00:00:00.000Z";"2023-04-29T01:00:00.000Z";405.6;0
"2023-04-29T01:00:00.000Z";"2023-04-29T02:00:00.000Z";440.6;0
"2023-04-29T02:00:00.000Z";"2023-04-29T03:00:00.000Z";549.29999;0.4
"2023-04-29T03:00:00.000Z";"2023-04-29T04:00:00.000Z";583.6;36.1
"2023-04-29T04:00:00.000Z";"2023-04-29T05:00:00.000Z";575.39999;104.8
"2023-04-29T05:00:00.000Z";"2023-04-29T06:00:00.000Z";537.29999;174.3
"2023-04-29T06:00:00.000Z";"2023-04-29T07:00:00.000Z";590.2;257.5
"2023-04-29T07:00:00.000Z";"2023-04-29T08:00:00.000Z";647.7;326.8
"2023-04-29T08:00:00.000Z";"2023-04-29T09:00:00.000Z";815.1;395.69999
"2023-04-29T09:00:00.000Z";"2023-04-29T10:00:00.000Z";956.29999;401.89999
"2023-04-29T10:00:00.000Z";"2023-04-29T11:00:00.000Z";1002.7;384.39999
"2023-04-29T11:00:00.000Z";"2023-04-29T12:00:00.000Z";1088.7;350.8
"2023-04-29T12:00:00.000Z";"2023-04-29T13:00:00.000Z";1190.7;294.1
"2023-04-29T13:00:00.000Z";"2023-04-29T14:00:00.000Z";1284.59999;247.59999
"2023-04-29T14:00:00.000Z";"2023-04-29T15:00:00.000Z";1320.9;165.8
"2023-04-29T15:00:00.000Z";"2023-04-29T16:00:00.000Z";1307.9;103.8
"2023-04-29T16:00:00.000Z";"2023-04-29T17:00:00.000Z";1295.09999;53.5
"2023-04-29T17:00:00.000Z";"2023-04-29T18:00:00.000Z";1415.8;7.9
"2023-04-29T18:00:00.000Z";"2023-04-29T19:00:00.000Z";1860.09999;0
"2023-04-29T19:00:00.000Z";"2023-04-29T20:00:00.000Z";2137.3;0
"2023-04-29T20:00:00.000Z";"2023-04-29T21:00:00.000Z";2242.9;0
"2023-04-29T21:00:00.000Z";"2023-04-29T22:00:00.000Z";2030.59999;0
"2023-04-29T22:00:00.000Z";"2023-04-29T23:00:00.000Z";2047.7;0
"2023-04-29T23:00:00.000Z";"2023-04-30T00:00:00.000Z";1839.7;0
"2023-04-30T00:00:00.000Z";"2023-04-30T01:00:00.000Z";1759.4;0
"2023-04-30T01:00:00.000Z";"2023-04-30T02:00:00.000Z";1820.59999;0
"2023-04-30T02:00:00.000Z";"2023-04-30T03:00:00.000Z";1681.2;0.1
"2023-04-30T03:00:00.000Z";"2023-04-30T04:00:00.000Z";1488;22.69999
"2023-04-30T04:00:00.000Z";"2023-04-30T05:00:00.000Z";1476.2;62.6
"2023-04-30T05:00:00.000Z";"2023-04-30T06:00:00.000Z";1343.5;97.7
"2023-04-30T06:00:00.000Z";"2023-04-30T07:00:00.000Z";1061.09999;128
"2023-04-30T07:00:00.000Z";"2023-04-30T08:00:00.000Z";1135.3;196.8
"2023-04-30T08:00:00.000Z";"2023-04-30T09:00:00.000Z";1214.5;277.89999
"2023-04-30T09:00:00.000Z";"2023-04-30T10:00:00.000Z";1335.59999;293.5
"2023-04-30T10:00:00.000Z";"2023-04-30T11:00:00.000Z";1048.2;299.39999
"2023-04-30T11:00:00.000Z";"2023-04-30T12:00:00.000Z";1020.7;284
"2023-04-30T12:00:00.000Z";"2023-04-30T13:00:00.000Z";1006.3;278.6
"2023-04-30T13:00:00.000Z";"2023-04-30T14:00:00.000Z";952.29999;246.8
"2023-04-30T14:00:00.000Z";"2023-04-30T15:00:00.000Z";885.6;206.8
"2023-04-30T15:00:00.000Z";"2023-04-30T16:00:00.000Z";883.7;143.69999
"2023-04-30T16:00:00.000Z";"2023-04-30T17:00:00.000Z";1226.09999;85
"2023-04-30T17:00:00.000Z";"2023-04-30T18:00:00.000Z";1521.2;22.89999
"2023-04-30T18:00:00.000Z";"2023-04-30T19:00:00.000Z";1736.7;0
"2023-04-30T19:00:00.000Z";"2023-04-30T20:00:00.000Z";1802.4;0
"2023-04-30T20:00:00.000Z";"2023-04-30T21:00:00.000Z";1726.2;0
"2023-04-30T21:00:00.000Z";"2023-04-30T22:00:00.000Z";1793.09999;0
